22,BLK + GRN,https://blkgrn.com/,,8,9,8,9,8.5,"BLK+GRN uses sustainable eco-packaging, are Black-owned social advocates and engage in activism, are a cruelty-free, plant-based, small business, and platforms artisans who have ethical practices.",https://theglowup.theroot.com/sustainability-starts-at-home-buy-black-and-go-green-a-1834199220  https://alittlerosedust.com/black-owned-sustainable-businesses/ ,,,https://poosh.com/blk-grn-the-all-natural-marketplace-you-should-know-about/  https://theglowup.theroot.com/sustainability-starts-at-home-buy-black-and-go-green-a-1834199220
23,Titleist ,titleist.com,,5,6,8,ND,6.3,"Titleist makes their products in their factory in the USA. Golf balls last basically forever as opposed to single-use golf balls, but aren't biodegradable and often get lost outdoors. Titelist does not use animal products but there is little information on this, and golf balls adversely affect wildlife when lost. ",https://golftips.golfweek.com/shelf-life-golf-ball-20541.html,,https://www.titleist.com/company/supplier-citizenship-policy,
24,Fashion Nova,https://www.fashionnova.com/,1,1,4,1,1,1.8,"FashionNova is a Fast-fashion company, and uses Los Angeles sweat shops to make their clothing which disenfranchises workers. They contribute to over 92 million tons of clothing into the landfill annually, and have numerous labor violations. They do have a vegan collection for those who wish to avoid animal products.",https://www.forbes.com/sites/syamameagher/2020/02/05/the-not-so-hidden-ethical-cost-of-fast-fashion-sneaky-sweatshops-in-our-own-backyard/#281853a025d1,,https://www.thefashionlaw.com/fashion-nova-is-coming-under-fire-to-alleged-wage-violations-but-the-law-largely-is-on-their-side/,https://mylifeaftercoffee.com/the-fashion-nova-scandal-explained/
25,Get Lost Perv!,https://www.getlostperv.com/,,ND,ND,ND,ND,5.0,"Get Lost Perv! does not share information about their business practices online. With little transparency and no data available online, this is rated a 5.0 until further notice.",,,,
26,Knotty Knickers,https://knottyknickersusa.co/,,ND,ND,ND,ND,5.0,"Knotty Knickers does not share information about their business practices online. With little transparency and no data available online, this is rated a 5.0 until further notice.",,,,
27,Milky Syrup,https://milkysyrup.com/,,ND,ND,ND,ND,5.0,"Milky Syrup does not share information about their business practices online. With little transparency and no data available online, this is rated a 5.0 until further notice.",,,,
28,iiii clothing,https://iiiiclothing.com/collections/all,,ND,ND,ND,ND,5.0,"iiii Clothing does not share information about their business practices online. With little transparency and no data available online, this is rated a 5.0 until further notice.",,,,
29,Bad Habits,https://www.welcometoheartbreak.us/,,ND,ND,ND,ND,5.0,"Bad Habits does not share information about their business practices online. With little transparency and no data available online, this is rated a 5.0 until further notice.",,,,
30,Belayered,https://www.belayered.com/,,ND,ND,ND,ND,5.0,"Belayered does not share information about their business practices online. With little transparency and no data available online, this is rated a 5.0 until further notice.",,,,
31,Cheekbone Beauty,https://cheekbonebeauty.ca/,,8,9,8,9,8.5,"Cheekbone Beauty donates 10% of their profits to Shannen’s Dream, a charity that supports First Nations youth education, does not test on animals, has all vegan products, Indigenous-owned, working to eliminate single-use plastics, hires Indigenous employees, supports Native labor and economy, and uses zero-waste innovation.",https://cheekbonebeauty.ca/  https://www.ellecanada.com/beauty/makeup-and-nails/cheekbone-beauty ,https://cheekbonebeauty.ca/pages/frequently-asked-questions,https://www.cosmeticsdesign.com/Article/2019/10/01/Cheekbone-Beauty-picks-up-350k-from-Raven-Indigenous-Capital-Partners,https://cheekbonebeauty.ca/
32,Fragrance Net,https://www.fragrancenet.com/,,ND,ND,ND,ND,5.0,"Fragrance Net does not share information about their business practices online. With little transparency and no data available online, this is rated a 5.0 until further notice.",,,,
33,Foreflight,foreflight.com,,ND,ND,ND,ND,5.0,"Foreflight does not share information about their business practices online. With little transparency and no data available online, this is rated a 5.0 until further notice.",,,,
34,Fashion Brand,https://www.fashionbrandcompany.com/,,8,9,8,8,8.3,"Fashion Brand is slow-fashion, uses reusable packaging, works with international fair-trade co-ops, woman-owned and run, pays artisans fair wage, body size-inclusive, gender-inclusive, and vegan.",https://www.fashionbrandcompany.com/pages/about,,https://www.fashionbrandcompany.com/pages/faq,
35,Harbor Freight,https://www.harborfreight.com/,,6,ND,6,6,6.0,"Harbor Freight shares their policies on being against using human trafficking and slave labor to make their products and has an extensive donation program, but is in ligation with manager labor.",https://www.harborfreight.com/Manual.pdf,,"https://www.harborfreight.com/disclosure.html#:~:text=Harbor%20Freight%20has%20a%20zero,which%20they%20are%20doing%20business.",https://www.wagehourlitigation.com/conditional-certification-defenses/harbor-freight-store-managers-dont-have-the-tools-to-maintain-a-collective-action/
36,Tee Public,https://www.teepublic.com/,,7,9,8,7,7.8,"Tee Public supports independent artists, uses biodeegradable ink, is vegan, gIves back to charities, has body-inclusive options, and has good GlassDoor reviews for labor.",https://www.teepublic.com/about,,"https://www.glassdoor.com/Overview/Working-at-TeePublic-EI_IE1431084.11,20.htm",https://teepublic.zendesk.com/hc/en-us/articles/360029030574-What-does-TeePublic-do-to-give-back-
37,Girlfriend Collective,girlfriendcollective.com,10,9,8,9,9,8.8,"Girlfriend Collective has an extensive recycling program (clothing is recyclable and buys back clothes to make new ones), uses  materials made in a zero-waste facility that guarantees fair wages, is size inclusive (XXS - 6XL), SA8000-Certified (like FairTrade for textiles), upcycles BPA-free waterbottles to make material, are anti-child labor, and vegan. ",https://www.girlfriend.com/pages/about,,https://ethicalfashionguide.com/brands/girlfriend-collective/,
38,Deciem,https://deciem.com/brand/the-ordinary,,8,8,6,8,7.5,"Deciem ships their products in Carbon-neutral boxes from offsets purchased from CarbonZero, and for brick-and-mortar recycled paper bags, takes back empty packaging and uses progressive waste management program to reduce the fate of products ending up in the landfill. They are very transparent, do not test on animals, are cruelty-free, and resisted black friday sales last year to not enable over-consumption on their platform. Has a poor rating on Glassdoor describing the working condition reviews from employees, have donated to Black Lives Matter, and gave paid leave for employees protesting for George Floyd.",https://deciem.com/earth,https://www.livekindly.co/the-ordinary-vegan-skincare/  https://ethicalelephant.com/the-ordinary-cruelty-free-vegan/ ,https://www.glassdoor.com/Reviews/DECIEM-Reviews-E1054878.htm,
39,Yes Style,https://www.yesstyle.com/en/home.html,,5,ND,6,6,5.7,"Yes Style is fast-fashion, ships in plastic wasteful packaging, has no indication they intend to be transparent or support human or animal welfare, but recognized as a ""Caring Company"" from Hong Kong Council of Social Service.",https://www.refinery29.com/en-us/2015/11/96886/shopping-asian-e-commerce-style-websites,,,
40,Peach and Lily,https://www.peachandlily.com/,,ND,7,ND,8,7.5,"Peach & Lily is a cruelty-free/vegan shop, and has a mentorship program to support Black aestheticians",,https://www.peachandlily.com/pages/beauty-about,,https://www.newsbreak.com/news/1590824388847/peach-lily-introduces-new-mentorship-program-to-support-black-estheticians
41,Hair Story,https://www.hairstory.com/,,7,6,ND,ND,6.5,"Hair Story uses biodegradable packaging, has an extensive refill system to reduce plastic consumption by 91%, is a 1% for the Planet partner, cruelty-free, but not completely vegan (uses keratin derived from sheeps wool).",https://www.hairstory.com/,"https://hairstory.zendesk.com/hc/en-us/articles/115000358293-Is-New-Wash-vegan-#:~:text=No.,New%20Wash%20(Rich)%20pages.",,
42,Innisfree,https://us.innisfree.com/,,8,5,ND,ND,6.5,"Innisfree uses an eco-recycling program for empty containers to be upcycled into other merchandise. They participate in the Eco-Handkerchief Campaign, which gifts hankies with purchase, but are not cruelty-free.",https://www.yesstyle.com/blog/2020-04-22/5-eco-friendly-k-beauty-brands-to-support-on-earth-day-beauty-extra/  https://www.yesstyle.com/en/innisfree/list.html/bpt.299_bid.312080 ,https://www.crueltyfreekitty.com/brands/innisfree/,,
43,Spectrum Boutique,https://spectrumboutique.com/,,TBD ,TBD ,TBD,8,8.0,"Spectrum Boutique is woman-owned, body-inclusive, gender non-conforming, and advocates for sex-education. ",,,,https://helloflo.com/zoe-ligon-founder-spectrum-boutique-gives-advice-first-vibrator-sex-toys/
44,Dumbgood,https://dumbgood.com/,,TBD ,TBD ,TBD ,TBD ,5.0,"Dumbgood does not share information about their business practices online. With little transparency and no data available online, this is rated a 5.0 until further notice.",,,,
45,LL Bean,llbean.com,1,7.0,5.0,4.0,3.0,4.8,"LL Bean uses Uyghur slave labor, scores a 6/100 on transparency, are compliant with Responsible Down Standard (RDS), part of the Bangladesh Worker Safety Alliance, a Sustainable Apparel Coalition member, a Textile Exchange member, a BlueSign partner, but has low transparency about social welfare.",https://apparelcoalition.org/brands-retailers/  https://textileexchange.org/members/  ,https://responsibledown.org/find-responsible-down-standard/,https://www.aspi.org.au/report/uyghurs-sale  https://issuu.com/fashionrevolution/docs/fr_fashiontransparencyindex2020  https://www.bangladeshworkersafety.org/en/who-we-are/membership,https://issuu.com/fashionrevolution/docs/fr_fashiontransparencyindex2020
46,Soft Charms,https://www.softcharms.co.uk/,,TBD ,TBD ,TBD ,TBD ,5.0,"Soft charms are not a fast fashion company, but has little transparency thus far and are a relatively smaller business. No outstanding critisism found, so we give a 5.0 rating until further information can be found.",,,,
47,NBA Store,https://store.nba.com/,,8,7,6,6,6.8,"The NBA Store is taking measures for sustainability and upcycling of unsold jerseys into 7,000 masks, are a member of the Green Sports Alliance, have a code of conduct for labor practices publicly available, and won the Community Assist Award for 2019. However they have very low transparency, and rate a 6.2 /10 on Glassdoor for their labor and work culture. They have a line of recycled jerseys from plastics, but these often contribute to microplastics in the ocean. They are additionally in the process of transitioning to vegan/vegetarian foods at games and players are going vegan/vegetarian to help divest from animal agriculture. NBA jerseys are made by Adidas, who we score a 6.0.",https://www.sierraclub.org/sierra/green-life/2014/02/amazing-ways-nba-going-green  https://www.sportsbusinessdaily.com/Journal/Issues/2017/04/17/Opinion/Hershkowitz.aspx  https://www.usgbc.org/articles/going-green-nba  https://green.nba.com/  https://greensportsalliance.org/all-members/  https://www.racked.com/2017/12/18/16781382/synthetic-basketball-jerseys-nba-rip  https://blogs.ubc.ca/rleung484/2017/10/22/14/ ,https://www.si.com/nba/2019/09/24/nba-beyond-meat-burgers-chris-paul-kyrie-irving-jj-redick  https://www.nba.com/nbap-code-of-conduct ,https://www.glassdoor.com/Reviews/NBA-Store-Reviews-E587323.htm  https://www.nba.com/nbap-code-of-conduct  ,https://freebeacon.com/culture/nba-china-cowards/ https://www.npr.org/2019/10/08/768225490/nba-defends-freedom-of-speech-for-employees-as-china-moves-to-block-block-games  https://communityassist.nba.com/  https://www.cbssports.com/nba/news/miami-heat-store-turning-100k-of-unsold-jerseys-into-masks-for-local-medical-facilities/
48,Blueland,https://www.blueland.com/,,8,8,8,8,8.0,"Blueland has a strong environmental mission, platinum material health certificate from Cradle to Cradle, sells no-waste and no-plastic packaging, vegan and cruelty-free, and is leaping-bunny certified. They use glass to reduce plastic waste, but glass can be environmentally costly to transport. Their vendors are in compliance with the Business Social Compliance Initiative (BSCI), and they are in process of B Corp certification. Blueland pays employees for political and civic engagement and requires implicit bias training for new hires.",https://www.blueland.com/pages/our-mission  https://www.c2ccertified.org/products/mhcregistry  https://blog.blueland.com/blueland-carbon-neutrality/  ,https://www.leapingbunny.org/content/blueland,,
49,Hi-Bar,https://hellohibar.com/,,9,8,ND,ND,8.5,"HiBar is a cruelty-free and vegan company that uses eco-friendly packaging, compostable/recyclable packaging, and does not use palm oil. Their bars are biodegradable. They appreciate diversity in their models, and commit to diversity on social media. They claim they are solidifying certifications for labor practices and diversity, but haven't finished yet. They are also Carbon-neutral through partnership with the Southern Plains Land Trust.",https://earthhero.com/products/beauty-care/hibar-maintain-hibar-shampoo-bar/  https://hellohibar.com/pages/our-story  ,https://maneaddicts.com/hibar-eco-friendly-solid-shampoo/,,
50,Victoria's Secret,victoriassecret.com,4,4,4,3,3,3.5,"Victoria's Secret does not source eco-friendly materials, show little evidence of seeking improvement in environmental and labor practices, and doesn't use animal products except silk but tests on animals. There are also allegations of fatphobia, transphobia, lack of diversity, and child labor use. Contributes to pollution in China, uses Uyghur slave labor, and scores low on the Fashion Transparency Index at a 21/100. ",https://goodonyou.eco/how-ethical-is-victorias-secret/  http://wwwen.ipe.org.cn/GreenSupplyChain/CITI.aspx ,https://www.mediapeta.com/peta/PDF/companiesdotest.pdf,https://www.aspi.org.au/report/uyghurs-sale  https://issuu.com/fashionrevolution/docs/fr_fashiontransparencyindex2020,https://www.muccycloud.com/2018/12/boycott-victorias-secret.html https://issuu.com/fashionrevolution/docs/fr_fashiontransparencyindex2020
51,Pink,https://www.victoriassecret.com/us/pink,,7,3,3,7,5.0,"Pink is progressing their sustainability initiatives, is a Better Cotton Initiative member, a member of the JED foundation for teen mental health, donated $50k to the Human RIghts Campaign, $200k to the Feeding America Foundation, and $1 million to the National Urban League. They are an American Forests partner, and Her Next Play supporter. Their products are not cruelty-free and they source from Uyghur slave labor.",https://www.victoriassecret.com/us/pink/we-are-pink/sustainability,https://www.mediapeta.com/peta/PDF/companiesdotest.pdf,https://www.aspi.org.au/report/uyghurs-sale  https://issuu.com/fashionrevolution/docs/fr_fashiontransparencyindex2020,https://www.victoriassecret.com/us/pink/we-are-pink/philanthropy
52,Newegg,newegg.com,,6,ND,4,5,5.0,"Newegg shows no evidence of environmental responsibility, and has allegations of using underpaid labor. They are a somewhat better alternative to Amazon, but still poor in ethical practices.",https://ethical.net/technology/amazon-alternatives-guide-how-and-why-to-avoid-amazon/,,https://www.glassdoor.com/Reviews/Employee-Review-Newegg-RVW6263717.htm  https://www.courthousenews.com/raft-of-labor-abuses-alleged-at-newegg/ ,https://ethical.net/technology/amazon-alternatives-guide-how-and-why-to-avoid-amazon/
53,Lucy & Yak,https://lucyandyak.com/,8,9,8,8,7,8.0,"Lucy & Yak are a living-wage employer and pay 4x state minimum wage in North India. They were an award finalist for Draper's Sustainable Fashion, and are mostly vegan (uses recycled wool for winter coats). All postage material and stationary is 100% recycled and biodegradable, and they make some fashion lines out of recycled plastic. They are a 12 months climate-positive workforce from planting over 10,000 trees, and donated to an organization for access to menstruation supplies.",https://www.drapersonline.com/news/drapers-sustainable-fashion-awards-2020-winners-revealed  https://www.theguardian.com/fashion/gallery/2020/apr/21/planet-fashion-the-10-coolest-ethical-fashion-brands  https://ecologi.com/lucyandyak https://thesustainablebuyer.com/2020/03/14/a-system-where-everyone-wins-and-wears-dunagrees-lucy-yak/ ,https://lucyandyak.com/blogs/news/focus-on-fabrics-wool,https://www.livingwage.org.uk/accredited-living-wage-employers  https://www.forbes.com/sites/pragyaagarwaleurope/2019/06/30/setting-ethical-standards-for-fair-wage-in-the-workplace/#3f6552c55b2a  https://www.theguardian.com/fashion/gallery/2020/apr/21/planet-fashion-the-10-coolest-ethical-fashion-brands  https://thesustainablebuyer.com/2020/03/14/a-system-where-everyone-wins-and-wears-dunagrees-lucy-yak/ ,https://www.euronews.com/living/2020/03/04/how-these-unique-trousers-are-helping-to-tackle-our-body-shame
54,Coco Clem,https://www.cococlem.com/,,8,8,8,8,8.0,"Coco Clem supports diversity, body positivity and gender-inclusivity through the options available in their apparel. They make each item to order to avoid wasteful overproduction, made in the USA by one designer, and all swimwear is made from 100% recyclable polyester that is third party certified with Oeko-Tex's Standard 100, use non-toxic, water based inks and ship in compostable packaging. They use a fabric recycling program that allows their fabric to be diverted from the landfill. Use no animal by-products. Donated over 500 handmade masks to: Black Lives Matter, Latino Alliance UNCW, Good Samaritan Hospital, The Medical Center of Aurora, Pediatric Behavioral Center, Wave Transit, Food Lion, Harris Teeter, Dollar General, and Templo Adoracion Y Alabanza. ",https://www.cococlem.com/swim/shroomy-bike-shorts,https://www.cococlem.com/swim/shroomy-bike-shorts,,https://www.cococlem.com/aboutus https://www.cococlem.com/handmade-mask-project
55,Orenda Tribe,https://www.orendatribe.com/,8,9,8,9,9.5,8.9,"Orenda Tribe is an Indigenous-owned company that handmakes items from restored and repurposed vintage and upcycled textiles. They are against fast fashion, and include Native artisans from Dinétah. Orenda Tribe founded the Dził Asdzáán (Mountain Woman) Command Center, a collective of Diné matriarchs that have provided meals, reusable masks, PPE and hand sanitizer for Diné relatives. They also hosted the SPREAD LOVE + SHINE LIGHT auction in which 100% of the proceeds go to the work of the Command Center. They also initiated the Children of Nááts'íilid heart project that support Diné children and the Amá Dóó Áłchíní Bíghan domestic abuse shelter. They also work on initiatives for Indigenous land reclamation and  protection for Chaco Canyon. May use recycled leather, wool, exotic animal hair and silk in their upcycled clothing, but does not use fur, down, exotic animal skin or angora or otherwise new animal byproducts.",https://www.orendatribe.com/protect-chaco-canyon,https://directory.goodonyou.eco/brand/orenda-tribe,https://www.orendatribe.com/our-story https://www.orendatribe.com/faq-1 https://navajotimes.com/biz/entrepreneur-creates-up-cycled-clothing-better-life/ ,https://www.orendatribe.com/our-story https://suitcasemag.com/articles/orenda-tribe https://www.orendatribe.com/auction https://www.orendatribe.com/children-of-the-naatsiilid-project https://www.orendatribe.com/spread-love-shine-light-1/weshoyot-x-jungmaven-protect-limited-edition-tee--b3sen-yxapk-rdkhd-e496w
56,Sweet Street,https://www.sweetstreetcosmetics.com/,,TBD,7,TBD,TBD,7.0,"Sweet Street Cosmetics is a cruelty-free, non animal testing brand but are not vegan. WOC-owned. They have not shared information about their environmental, social or labor impacts.",,https://www.sweetstreetcosmetics.com/pages/faq ,,
57,Alpine Butterfly Swim,https://alpinebutterflyswim.com/,,TBD,TBD,TBD,8,8.0,"Alpine Butterfly Swim is an all women-owned brand that makes suits made-to-order to prevent wasteful over-production. Their brand focuses on body positivity, empowerment, and self love, making swimwear accessible to plus-sized shoppers. They have model diversity on their website. Alternately, the brand is not very transparent about their labor practices, environmental impact or animal byproduct usage. ",,,,https://alpinebutterflyswim.com/pages/about
58,Wolven,wolventhreads.com,6,8.5,8.0,8.5,8.0,8.3,"Wolven uses eco-friendly, locally sourced materials to make activewear from recycled water bottles and modal (a type of fiber from beachwood pulp). They're vegan, and certified with a score of 87% by the Workplace Conditions Assessment which ensures fair working conditions. They are Carbon-Neutral certified. Partners with Cancel Plastic, who hire collectors to source ocean-bound plastic water bottles from polluted areas of Port-Au-Prince, Haiti. Wolven are currently committing 10% of net profits to the COVID-19 LA County Response Fund.",https://ethicalfashionguide.com/brands/wolven/ https://cancelplastic.com/,https://ethicalfashionguide.com/brands/wolven/,https://ethicalfashionguide.com/brands/wolven/,https://ethicalfashionguide.com/brands/wolven/ https://ecowarriorprincess.net/2020/07/ethical-sustainable-brands-give-back-to-charity-community/
59,Made Trade,https://www.madetrade.com/,10,9.0,8.0,9.0,9.0,8.8,"Made Trade is a woman and POC-owned marketplace of hand-selected ethical products that are: Sustainable (Made with earth-friendly materials that are responsibly harvested or upcycled); Fair trade (Handmade by artisans adhering to fair labor practices); Heritage (Crafted by hand using traditional techniques); USA-Made: (Made by U.S. makers, but does not negate the possibility of in-country labor abuse); and Vegan (Free of animal materials and animal byproducts). They donate to 1% for the Planet, and have a Carbon-Neutral checkout process.",https://wholeheartedwardrobe.com/2019/08/05/ethical-made-easy-with-made-trade/ https://goodonyou.eco/meet-made-trade-your-ethical-alternative-to-anthropologie/ https://magazine.madetrade.com/all-shipping-and-returns-on-made-trade-are-now-100-carbon-neutral/ ,"https://wholeheartedwardrobe.com/2019/08/05/ethical-made-easy-with-made-trade/ https://goodonyou.eco/meet-made-trade-your-ethical-alternative-to-anthropologie/ https://www.madetrade.com/pages/our-values#:~:text=Vegan%20%E2%80%94%20Vegan%20products%20are%20100,all%20animal%20products%20and%20byproducts.&text=A%20large%20majority%20of%20the,with%20are%20owned%20by%20women ",https://wholeheartedwardrobe.com/2019/08/05/ethical-made-easy-with-made-trade/ https://goodonyou.eco/meet-made-trade-your-ethical-alternative-to-anthropologie/,https://wholeheartedwardrobe.com/2019/08/05/ethical-made-easy-with-made-trade/ https://goodonyou.eco/meet-made-trade-your-ethical-alternative-to-anthropologie/
60,Anthropologie,http://anthropologie.com/,4,4,4,3,1,3.2,"Anthropologie rates a 0-10% on the 2019 Fashion Transparency Index, resulting from their lack of animal welfare policy and evidence that their supply chain operates in any ethical manner. They lack third party verification in their labor standards or living-wage practices. As of September 28, 2020, Urban Outfitters Inc. and their flagship stores (Anthropologie & Free People) are under investigation for their abuse of alpacas for their fur. Anthropologie has also been accused of racial profiling by salespeople, and not paying Black content creator Lydia Okello for their work. ",https://directory.goodonyou.eco/brand/anthropologie?_ga=2.88712027.1303089344.1601754256-454555290.1597596211,https://directory.goodonyou.eco/brand/anthropologie?_ga=2.88712027.1303089344.1601754256-454555290.1597596211 https://www.peta.org/media/news-releases/anthropologie-to-be-closed-for-cruelty-by-peta/ ,https://directory.goodonyou.eco/brand/anthropologie?_ga=2.88712027.1303089344.1601754256-454555290.1597596211,https://issuu.com/fashionrevolution/docs/fashion_transparency_index_2019 https://www.thedailybeast.com/anthropologie-denies-racially-profiling-customers-former-employees-call-bs
61,Wish,http://wish.com/,2,2,2,2,2,2.0,"Wish's cheap prices reflect the underpaid labor (and sometimes child labor) it takes to offer such low prices. Wish's marketplace sources from third-party distributers in China, where although labor laws are in place, they are often over-saught in favor of revenue from mass-sales. This also allows Wish to not be held accountable for any violations the occur from the products' production. ",,,https://www.cavsconnect.com/opinion/2017/11/25/do-shoppers-know-the-truth-behind-wish/ https://www.theatlantic.com/technology/archive/2018/05/wish-china-cheap-stuff/560861/ ,https://www.cavsconnect.com/opinion/2017/11/25/do-shoppers-know-the-truth-behind-wish/ https://www.theatlantic.com/technology/archive/2018/05/wish-china-cheap-stuff/560861/
62,Urban Outfitters,http://urbanoutfitters.com/,4,2,3,2,3,2.8,"Urban Outfitters have been critisized for selling extremely distasteful shirts, such as a blood-stained Kent State shirt, shirts for kids that advocate alcohol consumption, holocaust-style tapestries, and color options titled ""Obama/black"". As of September 28, 2020, Urban Outfitters Inc. and their flagship stores (Anthropologie & Free People) are under investigation for their abuse of alpacas for their fur. They do not use fur, down, angora or exotic animal hair, but they do use untraceble leather and wool. Although they have an upcycled clothing line, their main line does not use adaquately sustainable materials. They also show little transparency (a 20% on the Fashion Transparency Index) and regarding their use of water and wastewater management. Additionally, their labor laws are often violated, most notably a scandal in which employees were asked to work for free for ""training."" ",https://goodonyou.eco/how-ethical-is-urban-outfitters/,https://www.peta.org/media/news-releases/anthropologie-to-be-closed-for-cruelty-by-peta/ https://goodonyou.eco/how-ethical-is-urban-outfitters/ ,https://goodonyou.eco/how-ethical-is-urban-outfitters/ https://www.cnbc.com/2015/10/08/urban-outfitters-asks-employees-to-work-for-free.html https://issuu.com/fashionrevolution/docs/fr_fashiontransparencyindex2020 ,https://theweek.com/articles/480961/14-urban-outfitters-controversies https://issuu.com/fashionrevolution/docs/fr_fashiontransparencyindex2020
63,American Eagle Outfitters,https://www.ae.com/,4,4,3,2,2,3.0,"American Eagle Outfitters scored a 17/100 on the Fashion Transparency Index, which was below the average of 23%. They scored a 25% on their Green Supply Chain report, which evaluates their environmental supply chain practices in China. For their 2019 SAM Corporate Sustainability Assessment, AEO scored a 10/100, showing much work to be done in the way of their risk-management for sustainability and labor practices. Better Cotton Initiative member, Better Work partner, and Fashion Industry Charter for Climate Action signatory. American Eagle Outfitters use leather, down and exotic animal hair, and have banned their use of angora, fur, and exotic animal skin. ",http://wwwen.ipe.org.cn/GreenSupplyChain/CITI.aspx https://www.spglobal.com/esg/csa/yearbook/ranking/ https://bettercotton.org/find-members/ https://unfccc.int/climate-action/sectoral-engagement/global-climate-action-in-fashion/fashion-industry-charter-for-climate-action/participants-in-the-fashion-industry-charter-for-climate-action#eq-22 https://apparelcoalition.org/brands-retailers/ ,https://directory.goodonyou.eco/brand/american-eagle?_ga=2.21596027.1303089344.1601754256-454555290.1597596211,https://issuu.com/fashionrevolution/docs/fr_fashiontransparencyindex2020 https://www.spglobal.com/esg/csa/yearbook/ranking/ https://betterwork.org/our-partners/brands-retailers/ ,https://directory.goodonyou.eco/brand/american-eagle?_ga=2.21596027.1303089344.1601754256-454555290.1597596211
64,Etsy,http://etsy.com/,,6,ND,7,5,6.0,"Although it is virtually impossible to rate particular shops on Etsy, we can assess their practices. Etsy gives clear rules to sellers: No Child or Youth Labor, No Involuntary or Slave Labor, Humane Working Conditions, and Non-Discrimination. However, regulation of these rules are not constant. In 2020, Etsy failed to remove the influx of shops selling handmade mesh masks that falsely advertised to protect shoppers from COVID-19, and Etsy may have caused risk to public health by failing to do so. Additionally, Etsy has partnered with 3Degrees to combat climate change by offsetting the Carbon footprint of their shipping packages. All in all, Etsy may be a better alternative to corporations that fail to pay their workers fairly as most Etsy shops are self-made goods, but the environmental cost of shipping, and the types of materials used in each product can affect its ethical impact. Exercise caution when perusing Etsy, and if you'd like our input on a specific product, please send us an email! ",https://techpenny.com/is-etsy-ethical/ ,,https://techpenny.com/is-etsy-ethical/ http://mars.gmu.edu/jspui/bitstream/handle/1920/10552/Krugh_gmu_0883E_11321.pdf?isAllowed=y&sequence=1 ,https://techpenny.com/is-etsy-ethical/ https://ethicsalarms.com/2020/07/11/unethical-website-of-the-month-etsy/ http://mars.gmu.edu/jspui/bitstream/handle/1920/10552/Krugh_gmu_0883E_11321.pdf?isAllowed=y&sequence=1
65,Free People,http://freepeople.com/,4,5,3,3,5,4.0,"As of September 28, 2020, Urban Outfitters Inc. and their flagship stores (Anthropologie & Free People) are under investigation for their abuse of alpacas for their fur. They use leather, wool and exotic animal hair, but not down, angora or exotic animal skin.They scored a 35/100 on the Fashion Transparency Index, which is slightly above average. Claims to use eco-conscious materials such as Global Organic Textile Standard certified linen, hemp, cotton, Global Recycle Standard certified cotton, waterless-processed denim, and recycled knitwear. They operate in production in facilities running on 100% renewable energies and source from Fair Trade certified organizations.","https://goodonyou.eco/how-ethical-free-people/#:~:text=Free%20People's%20parent%20company%20URBN,carbon%20output%20across%20its%20portfolio.&text=However%2C%20Free%20People%20uses%20few,direct%20and%20indirect%20carbon%20emissions. https://www.freepeople.com/our-sustainable-brands/",https://www.peta.org/media/news-releases/anthropologie-to-be-closed-for-cruelty-by-peta/,https://directory.goodonyou.eco/brand/free-people,
66,Nordstrom,http://nordstrom.com/,4,4,4,2,3,3.4,"Nordstrom scored a 67/100 on the Fashion Transparency Index. They have been critized to still be selling fur coats when most department stores have phased out of this practice. In December of 2019, PETA released an exposé of Nordstrom's sourcing from the Russian fur trade, in which the involved animals are abused and their regulations violated. Has made sustainability goals to reduce single-use plastic by 2025, but some of the other goals are non-quantitative and somewhat vague. ",https://press.nordstrom.com/news-releases/news-release-details/nordstrom-expands-commitment-protect-environment-new-sustainable,https://www.seattletimes.com/business/retail/animal-rights-activists-clash-with-nordstrom-over-fur-sales/ https://www.peta.org/media/news-releases/nordstrom-under-fire-after-undercover-video-shows-russian-fur-horrors/ ,https://www.corporatebenchmark.org/ https://issuu.com/fashionrevolution/docs/fr_fashiontransparencyindex2020 ,
